learner_id,session_id,prompt,verified,revised,adopted,reflected,latency_s
L020,L020-S03,Help me reflect on my reasoning,0,0,0,1,20.75985467191753
L020,L020-S03,Write a possible answer,0,1,1,0,49.078006919724
L020,L020-S03,Check whether my answer is correct,1,1,1,0,19.970050069469426
L020,L020-S03,Give me an outline,0,0,0,0,19.911498095062257
L020,L020-S03,Help me reflect on my reasoning,0,0,1,0,71.2115924807848
L020,L020-S03,Check whether my answer is correct,0,0,0,1,27.737126869203063
L021,L021-S00,Help me reflect on my reasoning,1,0,0,0,13.527952316213831
L021,L021-S00,Help me reflect on my reasoning,1,1,0,1,7.706990226407866
L021,L021-S00,What source supports this?,1,1,1,1,64.25823946938914
L021,L021-S00,Write a possible answer,1,0,0,1,58.36147907073489
L021,L021-S01,Write a possible answer,1,0,0,1,51.1349771902203
L021,L021-S01,Give me an outline,1,1,1,0,20.162915566472112
L021,L021-S01,Explain why this step works,0,0,1,0,18.646708232379762
L021,L021-S01,Give me an outline,0,1,0,1,12.175286677377198
L021,L021-S02,What source supports this?,0,1,1,1,33.486124908095334
L021,L021-S02,Explain why this step works,1,1,0,1,24.537370562418335
L021,L021-S02,Write a possible answer,1,0,1,1,26.153742789810774
L021,L021-S03,Explain why this step works,1,0,1,0,84.59779955380769
L021,L021-S03,Write a possible answer,0,0,0,0,73.43471498745436
L021,L021-S03,What source supports this?,1,1,1,0,40.586869184269204
L021,L021-S03,Explain why this step works,1,0,0,0,37.51199439920239
L021,L021-S03,Write a possible answer,1,1,0,1,22.574531988278018
L021,L021-S03,Check whether my answer is correct,0,0,1,0,19.275486286879097
L021,L021-S03,Explain why this step works,0,0,1,0,88.29407977254814
L022,L022-S00,Check whether my answer is correct,0,1,0,0,37.80377295282352
L022,L022-S00,Explain why this step works,1,1,0,1,19.88444874677593
L022,L022-S00,Explain why this step works,1,1,0,1,32.5352860753378
L022,L022-S00,Give me an outline,1,1,0,0,117.30620496487526
L022,L022-S01,Help me reflect on my reasoning,1,1,0,1,62.57070147014627
L022,L022-S01,Give me an outline,0,0,0,0,72.03425049907797
L022,L022-S01,What source supports this?,0,0,0,0,21.465044735313842
L022,L022-S01,Check whether my answer is correct,1,1,1,0,31.495233732935276
L022,L022-S01,Write a possible answer,1,0,1,0,50.4861649399327
L022,L022-S02,Check whether my answer is correct,1,1,0,0,47.886569869361004
L022,L022-S02,Help me reflect on my reasoning,1,1,0,1,40.19793488443027
L022,L022-S02,Explain why this step works,0,1,0,0,40.73713152822734
L022,L022-S03,Write a possible answer,1,0,0,0,17.075108620701993
L022,L022-S03,Write a possible answer,1,1,1,0,23.063625831346826
L022,L022-S03,Give me an outline,0,1,1,0,12.90073092882069
L022,L022-S03,Give me an outline,0,0,0,1,54.398661991386
L023,L023-S00,Explain why this step works,0,1,0,0,31.24467443118295
L023,L023-S00,Help me reflect on my reasoning,0,1,0,1,34.183351384440584
L023,L023-S00,Check whether my answer is correct,0,0,1,0,29.225344949015415
L023,L023-S00,Give me an outline,1,0,1,1,19.767968874173945
L023,L023-S00,Explain why this step works,1,0,0,0,9.766141841665863
L023,L023-S00,Check whether my answer is correct,1,1,0,1,21.347144581320325
L023,L023-S01,What source supports this?,1,0,0,1,9.910940819619084
L023,L023-S01,Check whether my answer is correct,1,0,0,0,46.717294654812086
L023,L023-S01,Explain why this step works,0,0,1,0,57.962129621154794
L023,L023-S01,Give me an outline,1,1,1,1,15.147841843906896
L023,L023-S01,Give me an outline,1,0,1,0,189.21331193037236
L023,L023-S02,Help me reflect on my reasoning,0,1,1,0,46.810810305928015
L023,L023-S02,Check whether my answer is correct,0,1,1,0,54.73727298253335
L023,L023-S02,Explain why this step works,1,1,0,1,62.684068241339254
L023,L023-S02,What source supports this?,0,1,1,0,10.049879321268582
L023,L023-S02,Check whether my answer is correct,1,1,1,0,34.21345207405045
L023,L023-S03,Check whether my answer is correct,1,1,1,0,18.72655295215176
L023,L023-S03,Give me an outline,0,0,1,1,13.055701227485875
L023,L023-S03,Check whether my answer is correct,1,0,0,0,27.925707716659876
L023,L023-S03,Write a possible answer,1,0,0,0,64.8133542414995
